codice_cliente,Luogo di Residenza,Indirizzo,Metratura,Sistema_Allarme
17042,Pedivigliano,"Via Roma, 17",175,False
17043,Milano,"Corso di Porta Ticinese, 87",128,False
17046,Milano,"Via Manzoni, 38",159,False
17047,Napoli,"Via Scarlatti, 88",153,True
17049,Portofino,"Piazza della Repubblica, 119",104,True
17050,Reggio Calabria,"Corso Vittorio Emanuele III, 2",172,True
17051,Milano,"Via Brera, 6",187,False
17052,Nepezzano,"Corso Umberto, 148",149,False
17053,Napoli,"Via Caracciolo, 45",116,False
17057,Torre De' Passeri,"Corso Vittorio Emanuele II, 27",98,False
17058,Usini,"Via Marconi, 28",214,False
17059,Castellar Ponzano,"Via Nazionale, 143",236,False
17061,San Ferdinando Di Puglia,"Via Mazzini, 78",153,True
17062,Firenze,"Via Nazionale, 22",120,True
17063,Trieste,"Via San Nicolò, 30",99,False
17069,Trieste,"Corso Cavour, 7",91,False
17071,Napoli,"Corso Vittorio Emanuele, 292",95,True
17072,Venezia,"Salizada San Moisè, 1459",121,True
17073,Badetto,"Piazza Duomo, 141",109,False
17074,Venezia,"Calle Vallaresso, 1332",198,False
17077,Venezia,"Calle della Mandola, 3703",86,False
17079,Dolianova,"Via Marconi, 17",244,False
17080,San Pietro Infine,"Via Nazionale, 54",73,True
17081,Carrara San Giorgio,"Via Matteotti, 112",109,False
17083,Brescia,"Corso Garibaldi, 19",146,False
17084,Longare,"Via Nazionale, 140",55,True
17087,Bubbiano,"Piazza Duomo, 45",219,False
17088,Napoli,"Via Marina, 50",218,False
17090,Trieste,"Piazza Goldoni, 10",183,False
17091,Tartano,"Via Mazzini, 147",167,False
17095,Bergamo,"Via Pignolo, 123",65,False
17097,Rio Saliceto,"Corso Italia, 119",268,True
17099,Cassina Nuova,"Via Nazionale, 143",159,False
17100,Petrignano,"Corso Italia, 114",126,True
17101,Mapello,"Via Verdi, 79",231,True
17103,Torino,"Via Cernaia, 23",145,False
17106,Strasatti Di Marsala,"Via Mazzini, 28",164,False
17109,Milano,"Via Melchiorre Gioia, 55",127,False
17110,Pescocostanzo,"Via Marconi, 84",73,False
17114,Avaglio,"Piazza della Repubblica, 16",118,True
17116,Redagno,"Via Mazzini, 56",102,False
17117,Sant'Elpidio Morico,"Via Dante, 149",97,False
17118,Trieste,"Piazza Goldoni, 10",140,False
17121,Venezia,"Calle Larga XXII Marzo, 2359",199,False
17122,Bari,"Via Imbriani, 19",132,False
17123,Plesio,"Via Dante, 39",130,False
17124,Malisana,"Via Kennedy, 137",153,False
17127,Furlo,"Via XX Settembre, 100",222,False
17130,Bari,"Via Nicolai, 15",90,False
17136,Villa San Filippo,"Via Kennedy, 51",202,True
17138,Campore,"Via Cavour, 82",253,False
17139,Panni,"Via XX Settembre, 146",119,False
17141,Frigintini,"Via XX Settembre, 112",141,False
17142,Firenze,"Via Ghibellina, 70",148,False
17143,San Benedetto Po,"Via Mazzini, 150",222,True
17146,Pazzano,"Via Roma, 131",129,False
17147,Trieste,"Via San Nicolò, 30",186,False
17149,Napoli,"Via Caracciolo, 45",221,True
17152,Milano,"Via Borgogna, 7",154,False
17156,Trieste,"Viale XX Settembre, 28",166,False
17157,Gomago,"Via Garibaldi, 95",117,False
17158,Venezia,"Campo Santa Margherita, 3019",153,False
17159,Issiglio,"Via Garibaldi, 1",196,False
17160,Trieste,"Via della Geppa, 5",131,True
17163,Collecorvino,"Corso Umberto, 29",85,True
17167,Rogolo,"Via XX Settembre, 8",226,False
17168,Castelromano,"Piazza Duomo, 111",124,False
17171,Prissia,"Via Marconi, 82",93,False
17173,San Paolo Cervo,"Via Marconi, 104",91,False
17174,Voldomino,"Via Marconi, 112",97,False
17175,Lido Di Ostia Ponente,"Via Cavour, 45",98,True
17178,Brescia,"Corso Magenta, 62",168,False
17179,Melazzo,"Via Dante, 49",105,False
17181,Bari,"Piazza Umberto I, 1",164,True
17182,Brescia,"Via Tosio, 12",106,True
17185,Bari,"Via Roberto da Bari, 85",131,False
17190,Laterza,"Corso Umberto, 107",161,True
17193,Pietragalla,"Via Dante, 74",140,True
17194,Milano,"Via Borgogna, 7",113,True
17196,Pontestrambo,"Via Dante, 35",100,False
17197,Cassina Nuova,"Via Roma, 19",120,True
17198,Roccaforte Mondovi',"Via Roma, 37",139,True
17200,Firenze,"Via Faenza, 56",60,True
17201,Brescia,"Via Mazzini, 68",128,True
17202,Stallavena,"Via Matteotti, 35",172,False
17210,Napoli,"Via Chiaia, 149",170,True
17214,Torino,"Corso Francia, 123",104,False
17215,Lecce,"Via Rubichi, 14",136,True
17216,Umbra,"Via Kennedy, 109",120,True
17222,Monte Santa Maria Tiberina,"Via Verdi, 117",156,False
17224,Venezia,"Campo Santa Margherita, 3019",70,False
17226,Cercola,"Via Matteotti, 142",164,True
17231,Bergamo,"Via Pignolo, 123",136,True
17232,Torretta,"Via Marconi, 91",104,False
17233,Lecce,"Via Palmieri, 72",127,True
17234,Napoli,"Viale Augusto, 23",96,False
17235,Bari,"Via Amendola, 172",202,False
17237,Bergamo,"Via Angelo Mai, 5",149,False
17238,Torino,"Via Roma, 315",178,True
17239,Trieste,"Corso Cavour, 7",116,False
17241,Trieste,"Via Dante Alighieri, 10",109,False
17243,Perrillo,"Piazza Duomo, 129",139,False
17247,Brescia,"Piazza della Loggia, 1",96,False
17249,Torino,"Via della Consolata, 1",115,False
17250,Brescia,"Via San Faustino, 13",74,True
17252,Lenola,"Corso Umberto, 9",62,True
17253,Catabbio,"Via Garibaldi, 146",229,False
17254,Milano,"Corso di Porta Ticinese, 87",177,False
17255,Reggio Calabria,"Piazza Italia, 1",113,False
17256,Ancona,"Corso Italia, 149",117,True
17257,Ruffia,"Piazza della Repubblica, 21",135,False
17259,Trieste,"Piazza dell'Unità d'Italia, 4",105,False
17260,Palmas,"Corso Vittorio Emanuele II, 72",124,True
17261,Zinasco Vecchio,"Via Kennedy, 133",104,False
17264,Brescia,"Via X Giornate, 20",122,False
17266,Tisoi,"Corso Vittorio Emanuele II, 23",133,True
17267,Milano,"Via Washington, 70",139,False
17268,Saline Di Volterra,"Piazza della Repubblica, 20",100,False
17269,Villanova D'Ardenghi,"Via XX Settembre, 14",133,False
17270,Campodolcino,"Via Nazionale, 137",122,False
17273,Torino,"Via Roma, 315",109,True
17274,Torino,"Piazza Castello, 1",163,True
17276,Firenze,"Via Nazionale, 22",216,True
17279,Favignana,"Corso Vittorio Emanuele II, 121",125,True
17286,Trieste,"Corso Cavour, 7",102,False
17289,Genova,"Via Fieschi, 15",104,True
17290,Vertova,"Via Matteotti, 91",128,False
17292,Milano,"Via San Marco, 9",121,False
17294,Bergamo,"Piazza Vecchia, 8",225,False
17295,Milano,"Via Brera, 6",163,False
17299,San Paolo,"Via Verdi, 10",128,True
17301,Ancona,"Via XX Settembre, 145",151,False
17304,San Giovanni Canavese,"Via Vittorio Emanuele, 16",130,False
17305,Venezia,"Calle del Forno, 3709",151,True
17308,Torino,"Piazza Castello, 1",170,False
17309,Torino,"Via Bertola, 34",64,False
17310,Piccolino,"Via Verdi, 147",109,False
17311,Torrita,"Via Garibaldi, 75",152,True
17312,Colle Santa Lucia,"Via Roma, 74",227,False
17319,Reggio Calabria,"Via Filippini, 23",140,False
17320,Bergamo,"Viale Papa Giovanni XXIII, 106",114,True
17323,Rho,"Via Dante, 130",106,False
17326,Petrazzi,"Via Mazzini, 72",127,False
17327,Maresca,"Via Vittorio Emanuele, 34",165,False
17329,Brusaschetto,"Via Vittorio Emanuele, 71",128,True
17330,Torino,"Corso Vinzaglio, 14",271,False
17331,Massicelle,"Via Roma, 29",205,False
17332,Brescia,"Corso Garibaldi, 19",107,True
17336,Trieste,"Piazza dell'Unità d'Italia, 4",155,True
17337,Brusasco,"Via Dante, 115",189,False
17338,Polesinello,"Corso Umberto, 45",161,True
17341,Torino,"Corso Vinzaglio, 14",133,False
17342,Rotta Primero,"Piazza Duomo, 125",108,False
17343,Spianate,"Via Verdi, 136",176,False
17344,Firenze,"Via Roma, 1",131,True
17346,Agognate,"Via Nazionale, 22",142,True
17347,Lecce,"Viale dell'Università, 12",123,False
17349,Graglia,"Via Dante, 127",176,True
17350,Milano,"Corso Porta Romana, 62",129,True
17351,Venezia,"Campo San Polo, 2102",122,True
17352,Gand/Martell,"Via Marconi, 61",138,False
17354,Montemarzo D'Asti,"Via Kennedy, 43",188,False
17359,Bari,"Via Argiro, 93",202,True
17361,Brescia,"Corso Garibaldi, 19",181,False
17364,Sennariolo,"Corso Umberto, 14",108,False
17366,Montebuono,"Via Vittorio Emanuele, 30",76,False
17368,Ro,"Via Garibaldi, 43",139,False
17371,Bergamo,"Via Pignolo, 123",126,False
17372,Firenze,"Piazza Santa Croce, 16",161,True
17373,Torino,"Piazza Castello, 1",201,True
17374,Bari,"Lungomare Nazario Sauro, 15",133,False
17376,Collio,"Piazza della Repubblica, 137",161,False
17378,Borgoratto Mormorolo,"Piazza Duomo, 98",122,False
17380,Frontino,"Via Marconi, 122",88,False
17381,Chieuti Scalo,"Via Vittorio Emanuele, 38",162,True
17387,Mede,"Corso Vittorio Emanuele II, 112",187,True
17388,Milano,"Via Torino, 45",137,True
17390,Ancona,"Via XX Settembre, 115",250,False
17392,Massaua,"Via Marconi, 81",92,True
17394,Torino,"Via Alfieri, 6",136,True
17395,Thiene,"Via Garibaldi, 25",192,False
17396,Torino,"Corso San Maurizio, 25",200,True
17399,Piozzo,"Corso Umberto, 111",169,True
17400,Venezia,"Lista di Spagna, 168",94,False
17401,Tronzano Vercellese,"Via Vittorio Emanuele, 86",254,False
17406,Napoli,"Via Santa Lucia, 15",119,False
17407,Lecce,"Piazza Sant'Oronzo, 1",167,False
17408,Leverogne,"Corso Italia, 66",107,True
17411,Brescia,"Via Mazzini, 68",221,True
17413,Serrara Fontana,"Via Marconi, 119",128,False
17414,Bari,"Via Imbriani, 19",163,False
17416,San Martino Destra,"Piazza Duomo, 50",137,False
17422,Genova,"Via Fieschi, 15",113,True
17423,Chiareggio,"Via Verdi, 81",249,False
17425,Ossimo Superiore,"Via Roma, 3",123,False
17426,Bergamo,"Viale Papa Giovanni XXIII, 106",78,False
17429,Trieste,"Via Carducci, 5",122,True
17430,Gioia Dei Marsi,"Via Matteotti, 26",127,True
17431,Calasca Castiglione,"Corso Vittorio Emanuele II, 27",125,True
17433,Canneto Sull'Oglio,"Via Kennedy, 90",131,True
17434,Roccacerro,"Piazza Duomo, 73",154,False
17435,Roncrio,"Via Vittorio Emanuele, 50",121,False
17436,Lomazzo,"Via Garibaldi, 7",138,False
17439,Ariano Irpino,"Via Mazzini, 15",173,True
17440,Trieste,"Corso Cavour, 7",78,True
17442,Venezia,"Calle del Forno, 3709",131,True
17443,Milano,"Via Manzoni, 31",195,False
17444,Milano,"Via Cusani, 10",237,False
17445,Castenaso,"Via Cavour, 32",116,False
17446,Zavattarello,"Corso Italia, 23",152,False
17447,Santa Maria Degli Angeli,"Via Dante, 97",127,True
17448,Blessano,"Via Verdi, 29",144,True
17450,Scigliano,"Via Verdi, 65",86,False
17452,Trappitello,"Via XX Settembre, 120",185,True
17453,Trieste,"Piazza Goldoni, 10",156,False
17455,Loreto Stazione,"Via Mazzini, 117",232,True
17462,Cornei,"Via Vittorio Emanuele, 110",150,False
17464,Venezia,"Ruga Giuffa, 4793",103,False
17469,Napoli,"Via Marina, 50",134,False
17471,Bagnara Di Romagna,"Via Nazionale, 66",124,True
17473,Trieste,"Piazza dell'Unità d'Italia, 4",71,False
17474,Como,"Via Mazzini, 71",174,False
17476,Denno,"Via Garibaldi, 98",182,False
17477,Rocca Tunda,"Via Marconi, 86",123,False
17479,Sora,"Via Garibaldi, 67",196,False
17484,Grignano Polesine,"Via Vittorio Emanuele, 46",245,True
17485,Chiusa Sclafani,"Via Kennedy, 18",133,False
17486,Cazzago,"Piazza della Repubblica, 52",237,False
17487,Firenze,"Piazza Santa Croce, 16",264,True
17489,Tavoleto,"Via Verdi, 126",153,False
17490,Venezia,"Strada Nova, 3829",146,True
17492,Milano,"Corso Venezia, 15",215,True
17493,Parrana San Giusto,"Via Matteotti, 56",160,True
17494,Napoli,"Via dei Mille, 40",133,True
17495,Firenze,"Borgo San Lorenzo, 17",133,False
17502,Napoli,"Via Foria, 124",102,True
17503,Lode',"Via Vittorio Emanuele, 27",144,False
17505,Villongo,"Via Garibaldi, 19",118,True
17506,Cesuna,"Via Mazzini, 147",150,False
17507,Asta Nell'Emilia,"Via Vittorio Emanuele, 115",113,False
17509,Bari,"Via Sparano, 125",231,False
17510,Lugnano,"Piazza della Repubblica, 39",95,False
17512,Napoli,"Piazza Garibaldi, 91",230,False
17514,Angelin,"Via Roma, 10",152,False
17518,Sant'Ilario D'Enza,"Via Marconi, 69",139,True
17521,Seneghe,"Via Dante, 85",134,True
17522,Montegonzi,"Via Marconi, 148",95,False
17523,Garzigliana,"Via Roma, 132",150,True
17525,Roccaforte Ligure,"Piazza della Repubblica, 123",139,False
17527,Milano,"Via Tortona, 27",115,True
17531,Giustino,"Via Marconi, 18",160,True
17532,Casorate Primo,"Piazza Duomo, 1",144,False
17533,Bergamo,"Corsarola, 3",99,True
17534,Correzzana,"Piazza della Repubblica, 32",156,False
17535,Cereda,"Corso Umberto, 86",138,True
17538,Grignasco,"Via XX Settembre, 103",73,False
17540,Napoli,"Corso Umberto I, 12",127,False
17541,Como,"Via Mazzini, 94",165,False
17545,Omegna,"Via Nazionale, 21",124,False
17550,Flans,"Via Kennedy, 75",126,True
17551,Firenze,"Lungarno Corsini, 4",177,True
17552,Firenze,"Piazza della Repubblica, 1",102,False
17553,Napoli,"Via Tribunali, 39",148,False
17559,Telfes,"Via Garibaldi, 99",193,True
17560,Carrozziere,"Via Cavour, 77",193,True
17561,Pappiana,"Via Marconi, 28",131,False
17562,Lagaro,"Corso Umberto, 125",215,False
17564,Firenze,"Via Calzaiuoli, 50",220,False
17565,Valenzani,"Via Kennedy, 49",108,False
17566,Lecce,"Viale dell'Università, 12",156,False
17568,Bergamo,"Via XX Settembre, 91",120,False
17570,Sommati,"Via Cavour, 7",217,True
17575,Milano,"Piazza Duomo, 21",117,False
17576,Albano Di Lucania,"Piazza Duomo, 126",127,True
17577,Rondinara,"Via Marconi, 17",91,False
17579,Ancona,"Via XX Settembre, 128",106,False
17581,Villa Di Chiavenna,"Via Kennedy, 5",101,False
17582,Venezia,"Calle Larga XXII Marzo, 2359",218,False
17584,Civitella Cesi,"Via Nazionale, 15",101,False
17585,Veternigo,"Via Nazionale, 11",140,True
17586,Conzano,"Via Marconi, 31",124,False
17592,San Pietro Di Cava,"Via Cavour, 134",211,False
17595,Isola Morosini,"Via Kennedy, 138",56,True
17596,Brescia,"Corso Palestro, 45",148,False
17601,Trieste,"Via della Geppa, 5",230,False
17602,Somma Lombardo,"Piazza Duomo, 19",132,False
17604,Caprarola,"Via Garibaldi, 37",95,False
17605,Milano,"Corso di Porta Ticinese, 87",121,False
17606,Milano,"Corso Vercelli, 14",163,True
17607,Serra Di Pratola Serra,"Via Roma, 121",146,False
17609,San Polo Sabino,"Via Garibaldi, 63",119,False
17610,St. Michael/Eppan,"Via Dante, 4",123,True
17616,Barbalaconi,"Via Verdi, 13",210,True
17617,Borgo Castelletto,"Via XX Settembre, 25",136,True
17618,Trieste,"Via Dante Alighieri, 10",142,False
17619,Torino,"Via Lagrange, 39",91,True
17623,Camporosso Mare,"Via Verdi, 17",146,True
17632,Ranzo,"Corso Italia, 30",127,True
17633,Testana,"Piazza della Repubblica, 57",123,True
17635,Torino,"Corso Vittorio Emanuele II, 76",208,False
17636,Volano,"Via Cavour, 110",233,False
17637,Milano,"Via della Moscova, 28",197,False
17641,Firenze,"Piazza Santa Croce, 16",136,True
17644,Venezia,"Riva degli Schiavoni, 4161",113,False
17645,Branzoll,"Corso Italia, 148",234,True
17647,Como,"Via Dante, 83",166,False
17648,Trens,"Via Cavour, 12",176,False
17652,Ancona,"Via Verdi, 86",201,False
17654,Torino,"Corso Vittorio Emanuele II, 76",119,False
17656,Montebamboli,"Corso Italia, 71",147,True
17658,Magomadas,"Via Dante, 107",130,False
17659,Riccovolto,"Via Verdi, 95",94,False
17660,Milano,"Via Farini, 32",107,False
17663,Pofi,"Via Verdi, 113",79,False
17664,Feisoglio,"Piazza Duomo, 149",98,False
17667,Villimpenta,"Via Garibaldi, 35",105,True
17668,Vico Di Palma,"Corso Italia, 97",101,True
17669,Napoli,"Via Sanfelice, 17",161,False
17670,Ortueri,"Via Verdi, 5",128,True
17672,Napoli,"Via Duomo, 147",229,False
17673,San Mauro Marchesato,"Via Mazzini, 2",237,False
17675,Bari,"Via Sparano, 125",90,False
17677,Casapulla,"Via Verdi, 23",216,False
17678,Marianella,"Via XX Settembre, 107",92,True
17679,Firenze,"Via Faenza, 56",85,False
17682,Trieste,"Via della Geppa, 5",116,False
17683,Bari,"Corso Cavour, 24",223,False
17691,Levo,"Via Cavour, 37",128,False
17692,Caroniti,"Via Vittorio Emanuele, 134",93,False
17693,Domusnovas Canales,"Via Kennedy, 106",136,True
17694,Podenzano,"Piazza Duomo, 45",225,False
17699,Treviso,"Via Garibaldi, 47",82,True
17700,Bergamo,"Via Pignolo, 123",183,True
17701,Trieste,"Corso Cavour, 7",117,False
17702,Vigatto,"Via Mazzini, 78",125,True
17706,Trieste,"Via Roma, 7",120,True
17707,Bergamo,"Corsarola, 3",123,True
17708,Napoli,"Via Toledo, 256",91,False
17711,Dolcedo,"Piazza Duomo, 50",105,False
17716,Loreto,"Corso Italia, 136",77,False
17717,Trieste,"Corso Italia, 6",199,False
17718,Bari,"Via Nicolai, 15",161,False
17721,Villa Del Foro,"Corso Umberto, 139",173,True
17723,Courmayeur,"Corso Vittorio Emanuele II, 57",88,False
17725,Milano,"Via Savona, 17",250,True
17727,Torino,"Corso Matteotti, 11",185,False
17728,Milano,"Via Melchiorre Gioia, 55",199,False
17730,Venezia,"Salizada San Moisè, 1459",128,False
17731,Bessude,"Via Vittorio Emanuele, 14",158,True
17732,Trieste,"Via Cesare Battisti, 18",257,False
17734,San Giuseppe Alla Rena,"Corso Italia, 39",109,False
17735,Monticchio,"Piazza della Repubblica, 128",138,True
17736,Crespignaga,"Via Verdi, 41",112,True
17737,Noragugume,"Via Garibaldi, 14",80,False
17738,Napoli,"Piazza Garibaldi, 91",136,False
17739,Como,"Corso Umberto, 73",131,False
17741,Motta Di Costigliole,"Via Cavour, 112",121,False
17742,Latiano,"Via Vittorio Emanuele, 86",158,False
17745,Trieste,"Corso Cavour, 7",140,False
17748,Bari,"Via Imbriani, 19",99,False
17750,Venezia,"Calle della Mandola, 3703",183,True
17752,Firenze,"Via Roma, 1",190,False
17754,Milano,"Via Manzoni, 38",137,False
17755,Variglie,"Via Garibaldi, 138",153,True
17757,Milano,"Via Montenapoleone, 8",163,True
17758,Napoli,"Viale Augusto, 23",147,True
17763,Crespi D'Adda,"Via Roma, 125",208,True
17766,Signoressa,"Corso Vittorio Emanuele II, 30",180,False
17770,San Valentino,"Via Mazzini, 61",165,False
17772,Pizzighettone,"Via Kennedy, 149",191,False
17773,Anzola D'Ossola,"Via Nazionale, 108",146,False
17774,Cellino San Marco,"Via Cavour, 84",149,True
17775,Firenze,"Via Por Santa Maria, 17",253,True
17776,Bergamo,"Viale Papa Giovanni XXIII, 106",152,False
17778,Brescia,"Via Musei, 81",85,False
17779,Como,"Piazza Duomo, 26",108,False
17780,Biadene,"Piazza Duomo, 106",125,True
17782,Trieste,"Via Cesare Battisti, 18",132,False
17784,Guardiagrele,"Via Marconi, 57",97,True
17785,Cenate Sopra,"Via Mazzini, 121",209,False
17786,Siviano,"Piazza della Repubblica, 14",98,True
17790,Brescia,"Via Tosio, 12",131,False
17793,Napoli,"Via Caracciolo, 45",224,False
17795,Craveggia,"Via Cavour, 117",169,False
17796,Milano,"Via Montenapoleone, 8",161,True
17797,Trieste,"Via San Nicolò, 30",141,False
17805,Napoli,"Via Scarlatti, 88",152,False
17806,Torino,"Corso Francia, 123",115,False
17808,Torino,"Via Monte di Pietà, 16",155,False
17810,Pastenelle,"Via Cavour, 92",174,False
17811,Torino,"Corso Vinzaglio, 14",106,False
17812,Siracusa,"Via Cavour, 86",133,False
17813,Oulx,"Via Dante, 9",124,True
17816,Napoli,"Via Medina, 61",179,False
17817,Reggio Calabria,"Via Cimino, 6",121,False
17820,Napoli,"Corso Umberto I, 12",122,False
17822,Napoli,"Via Santa Lucia, 15",202,False
17823,Le Castella,"Via Dante, 29",117,False
17825,Pielungo,"Via Kennedy, 118",91,True
17826,Ancona,"Via Matteotti, 44",167,False
17827,Taquisara,"Via Nazionale, 57",244,False
17828,Pieve Di Curtarolo,"Via XX Settembre, 41",170,True
17829,Brescia,"Via Mazzini, 68",162,False
17832,Montano Antilia,"Via Verdi, 148",136,True
17833,Milano,"Via Farini, 32",136,True
17835,Salve,"Piazza Duomo, 23",114,False
17837,Marcon,"Via Matteotti, 134",131,False
17838,Morgnano,"Piazza della Repubblica, 56",123,False
17840,Castellaro,"Piazza della Repubblica, 119",96,False
17842,Genova,"Corso Italia, 12",159,False
17843,La Muddizza,"Via Roma, 110",102,False
17846,Ancona,"Piazza Duomo, 64",71,True
17847,Schlanders,"Via Nazionale, 112",135,False
17849,Bari,"Via Nicolai, 15",237,True
17852,Bari,"Via Argiro, 93",142,True
17858,Trisungo,"Via Dante, 147",189,True
17864,Ancona,"Via Roma, 107",256,False
17866,Costa Calcinara,"Via Garibaldi, 11",155,False
17868,Napoli,"Via Duomo, 147",101,True
17869,Corropoli,"Corso Vittorio Emanuele II, 9",80,True
17873,Soprana,"Via Matteotti, 136",133,True
17874,Brescia,"Via Tosio, 12",140,False
17875,Trieste,"Via Dante Alighieri, 10",123,True
17876,Viola,"Corso Italia, 116",100,True
17878,Vallo Torinese,"Piazza della Repubblica, 62",109,False
17879,Casalbellotto,"Via Mazzini, 143",224,True
17881,Torino,"Via Roma, 315",110,False
17882,Valle Castellana,"Via Matteotti, 56",77,False
17885,San Chirico Raparo,"Via Dante, 92",127,False
17886,Como,"Via XX Settembre, 62",194,False
17889,Torino,"Corso Matteotti, 11",127,False
17893,Bonate Sotto,"Via Mazzini, 5",110,False
17898,Selva Di Fasano,"Piazza della Repubblica, 79",174,True
17899,Bari,"Corso Cavour, 24",163,True
17901,Brescia,"Piazza Vittoria, 1",217,False
17902,Venezia,"Calle della Mandola, 3703",138,False
17908,Walte,"Via Roma, 117",175,True
17909,Balma,"Via Kennedy, 36",104,False
17914,Multedo,"Via Marconi, 48",96,False
17915,Tambre,"Corso Umberto, 119",236,False
17916,San Marcello,"Via Roma, 19",108,False
17918,Genova,"Salita Santa Caterina, 3",154,True
17919,Milano,"Via Manzoni, 31",163,True
17920,Torremezzo Di Falconara,"Via Nazionale, 136",90,False
17921,Lesmo,"Via Garibaldi, 76",134,True
17922,Lecce,"Via Rubichi, 14",264,False
17926,Trieste,"Viale XX Settembre, 28",235,False
17928,Ancona,"Via Cavour, 21",153,True
17929,Drezzo,"Via Nazionale, 15",114,True
17935,Motta Baluffi,"Corso Vittorio Emanuele II, 94",173,True
17937,Perloz,"Via Garibaldi, 29",104,True
17939,Milano,"Corso Magenta, 96",62,False
17940,Viarolo,"Corso Umberto, 120",178,False
17941,Fontanelle Casasanta,"Via Garibaldi, 94",112,True
17942,Brescia,"Via Musei, 81",234,False
17943,Bergamo,"Via Sant'Alessandro, 43",213,True
17944,Trieste,"Piazza Goldoni, 10",125,False
17946,Graglia,"Via Mazzini, 144",157,True
17949,Coltodino,"Via Cavour, 36",100,True
17952,Boccassuolo,"Via Nazionale, 62",165,False
17953,Firenze,"Borgo San Lorenzo, 17",115,True
17959,Fratta,"Piazza della Repubblica, 149",79,True
17965,Napoli,"Via Medina, 61",94,False
17967,Codevilla,"Via Cavour, 58",169,False
17968,Napoli,"Via Partenope, 36",114,False
17969,Pinarolo Po,"Corso Umberto, 69",212,True
17970,Napoli,"Via San Gregorio Armeno, 8",114,False
17972,Trieste,"Piazza Goldoni, 10",209,False
17974,Cadipietra,"Via Matteotti, 71",125,False
17975,Milano,"Corso Buenos Aires, 23",224,True
17976,Bari,"Corso Vittorio Emanuele II, 11",233,False
17978,Napoli,"Via Scarlatti, 88",188,False
17982,Canneto Sull'Oglio,"Corso Umberto, 116",136,True
17985,Trieste,"Via Dante Alighieri, 10",77,False
17987,Bettola Di Pozzo D'Adda,"Corso Vittorio Emanuele II, 135",228,False
17989,Tortora,"Corso Italia, 121",242,False
17991,Collinello,"Via XX Settembre, 116",99,False
17995,Dumenza,"Corso Umberto, 17",205,False
17996,Cogollo,"Via Cavour, 118",84,False
17999,Firenze,"Via Calzaiuoli, 50",128,True
18000,Como,"Via Mazzini, 101",133,False
18001,Trieste,"Piazza dell'Unità d'Italia, 4",95,False
18010,Lecce,"Piazza Sant'Oronzo, 1",153,True
18011,Catanzaro,"Via Mazzini, 28",134,False
18013,Torino,"Corso Re Umberto, 56",117,False
18020,Napoli,"Via Santa Lucia, 15",158,False
18023,Napoli,"Via Roma, 87",121,False
18025,Bari,"Via Putignani, 158",130,False
18027,Milano,"Corso Venezia, 15",241,True
18029,Napoli,"Via Duomo, 147",232,False
18030,Tor Lupara,"Via Dante, 53",161,False
18033,Trieste,"Via Mazzini, 21",135,True
18038,Napoli,"Piazza Garibaldi, 91",77,True
18039,Sigillo Di Posta,"Via Roma, 76",149,False
18040,Borgo Liberta',"Via Matteotti, 139",82,False
18045,Firenze,"Via dei Calzaiuoli, 89",157,False
18047,Bari,"Via Dante Alighieri, 27",91,False
18050,Cortile,"Corso Umberto, 108",117,False
18051,Fontane,"Via Kennedy, 6",217,False
18052,Blumau,"Via XX Settembre, 49",212,False
18054,La California,"Via Mazzini, 6",144,False
18055,Pastene,"Piazza Duomo, 134",161,True
18056,Salurn,"Via Nazionale, 106",124,False
18061,Ancona,"Via Nazionale, 84",165,False
18062,Cavazzona,"Piazza della Repubblica, 136",138,False
18063,Trieste,"Via Mazzini, 21",249,False
18065,Casoli,"Via Kennedy, 118",114,False
18066,Trieste,"Viale XX Settembre, 28",118,True
18068,Cicagna,"Via Dante, 79",173,False
18069,Diacceto,"Via Verdi, 67",226,False
18070,Napoli,"Via Crispi, 69",126,False
18071,Ancona,"Piazza della Repubblica, 96",177,True
18072,Lavezzola,"Via XX Settembre, 13",125,True
18074,Como,"Via Dante, 91",162,False
18075,Vigorovea,"Via XX Settembre, 117",146,False
18078,Roccamorice,"Via Verdi, 42",115,True
18079,Napoli,"Via Medina, 61",136,False
18080,Napoli,"Via Tribunali, 39",224,False
18081,Cartignano,"Via XX Settembre, 47",89,True
18082,Trieste,"Piazza dell'Unità d'Italia, 4",111,True
18084,Völser Aicha,"Via Dante, 42",87,False
18085,Trieste,"Via Cesare Battisti, 18",120,True
18088,Torino,"Via Garibaldi, 25",80,False
18089,Bergamo,"Via XX Settembre, 91",188,True
18094,Lixius,"Via Nazionale, 148",156,False
18097,Bari,"Corso Cavour, 24",233,True
18098,Genova,"Via Prè, 8",136,True
18099,Morte,"Via Vittorio Emanuele, 95",148,True
18101,Bergamo,"Via Sant'Alessandro, 43",126,False
18102,Casaletto Lodigiano,"Via Cavour, 144",177,False
18104,Tronzano Vercellese,"Via Garibaldi, 82",95,False
18105,Trieste,"Via Roma, 7",185,True
18106,Sanzeno,"Via Dante, 96",187,False
18109,Lazzeretto,"Via Kennedy, 139",78,False
18113,Cellino Attanasio,"Via Verdi, 137",226,False
18114,Bobbio,"Via XX Settembre, 32",114,False
18115,Brescia,"Corso Zanardelli, 34",134,False
18116,Torino,"Via Cernaia, 23",144,False
18118,Napoli,"Via Duomo, 147",212,False
18119,Castelletto Monferrato,"Via Dante, 118",195,True
18122,Brescia,"Via Musei, 81",139,True
